College,Course,LO,Rubric,Description
BZ,B154,brandConnection,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B154-brandConnection,Analyze how a brand is constructed and how growth marketing initiatives can help consumers to connect with a brand.
BZ,B154,underlyingPsych,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B154-underlyingPsych,Use academic research in behavioral science to identify underlying principles of human psychology that help evaluate growth marketing initiatives.
BZ,B154,pushPull,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B154-pushPull,Evaluate growth marketing initiatives on the dimensions of push versus pull and explain the strategic implications of this distinction.
BZ,B154,metrics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B154-metrics,Identify and calculate Key Performance Indicators (KPIs) to determine whether growth goals are on track.
BZ,B154,content,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B154-content,Create and evaluate content in light of content/brand/consumer fit.
BZ,B154,propagate,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B154-propagate,Analyze how a network of consumers can help create and propagate a brand.
BZ,B154,iteration,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B154-iteration,"Evaluate growth marketing initiatives on the temporal dimension by explaining the cyclical upward goal of ideation, evaluation, and iteration (IEI)."
BZ,B154,growthTradeoffs,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B154-growthTradeoffs,Analyze the cost/benefits of growth and explain how this analysis helps to evaluate specific growth strategies.
BZ,B154,aboveTheRevenueLine,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B154-aboveTheRevenueLine,"Use ""above the revenue line"" thinking to explain how financial performance can be linked to eective marketing strategy."
BZ,B154,alliances,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B154-alliances,"Evaluate potential alliances (mergers, partnerships, acquisitions, joint ventures etc.) that contribute to brand growth."
BZ,B155,growthProjections,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B155-growthProjections,Create financial projections from proposed growth strategies
BZ,B155,financialMetrics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B155-financialMetrics,Analyze the eects of growth strategies on financial metrics
BZ,B155,growthVal,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B155-growthVal,Measure the value of investing in future growth opportunities
BZ,B155,organicGrowth,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B155-organicGrowth,Analyze investments which produce organic growth
BZ,B155,externalGrowth,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B155-externalGrowth,Choose value creating mergers and alliances
BZ,B155,finAlt,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B155-finAlt,Evaluate alternative means of financing growth
BZ,B155,optCap,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B155-optCap,Determine an optimal capital structure for a growth business
BZ,B155,workingCapital,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B155-workingCapital,Optimize cash and working capital management
BZ,B156,Quality,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B156-Quality,Analyze the processes that underlie quality control in service and manufacturing organization.
BZ,B156,MfgVsService,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B156-MfgVsService,Identify key dierences between manufacturing and service organizations and explain how these dierences impact decision-making.
BZ,B156,EfficiencyVsRisk,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B156-EfficiencyVsRisk,Analyze and apply the relationship between eiciency and risk in the design and management of production and logistics systems
BZ,B156,OpsAnalytics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B156-OpsAnalytics,Use analytic techniques in order to improve manufacturing and service operations
BZ,B156,OpsFirmPerf,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B156-OpsFirmPerf,Connect operational eectiveness to an organization’s performance.
BZ,B156,InfoVal,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B156-InfoVal,Analyze the critical role of information management in optimizing operations and managing supply chains
BZ,B164,brandEquity,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B164-brandEquity,Interpret measures of brand equity to evaluate the strength and valence of your brand image as perceived by customers within the marketplace.
BZ,B164,enterpriseComplexity,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B164-enterpriseComplexity,"Identify how the operational, financial, or organizational dimensions of enterprise structure intersect with the strategic direction of a large, mature brand."
BZ,B164,brandDNA,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B164-brandDNA,"Interpret the history, culture or values of a brand (brandDNA) and use those insights to produce or analyze storytelling in brand communications."
BZ,B164,innovation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B164-innovation,Explain how dierent innovation strategies (incremental and disruptive) can alter enterprise growth rates.
BZ,B164,customerLoyalty,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B164-customerLoyalty,"Analyze how initiatives to build and maintain customer relationships influence an
organization’s competitive advantage."
BZ,B164,customerAcquisition,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B164-customerAcquisition,"Analyze strategies (e.g., advertising, new market entry, brand extensions, M&A etc.) for obtaining new customers in order to improve enterprise growth."
BZ,B165,financialMetrics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B165-financialMetrics,Analyze the eects of maturity on financial metrics
BZ,B165,forwardLooking,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B165-forwardLooking,Analyze changes in the finance function
BZ,B165,strategicSupport,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B165-strategicSupport,Choose investments to support enterprise strategy
BZ,B165,inveStructure,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B165-inveStructure,Structure investments to enhance value creation
BZ,B165,global,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B165-global,Determine how to modify DCF for global investments
BZ,B165,currency,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B165-currency,Choose appropriate strategies for managing currency risk
BZ,B165,opsRestructuring,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B165-opsRestructuring,Determine when and how to restructure operations
BZ,B165,finRestructuring,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B165-finRestructuring,Determine when and how to financially restructure
BZ,B165,capStructure,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B165-capStructure,Choose an appropriate capital structure for a mature company
BZ,B165,dividendsbuybacks,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B165-dividendsbuybacks,Choose an appropriate strategy for dividends and buybacks
BZ,B166,dataDrivenEnterprise,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B166-dataDrivenEnterprise,Explain the growing importance of data in enterprise management via analytical decision making
BZ,B166,forecasts,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B166-forecasts,Identify and employ the forecasts necessary to create information for decision making
BZ,B166,opsTradeoffs,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B166-opsTradeoffs,Assess trade-os in operational decision alternatives
BZ,B166,entObjectivesandConstraints,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B166-entObjectivesandConstraints,Express operational objectives and appraise their importance for the enterprise within the context of operational constraints
BZ,B166,modelSensitivityandUncertainty,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B166-modelSensitivityandUncertainty,Account for the uncertainty of the global business ecosystem in analytical models when those models show sensitivity to parameter variability
BZ,B166,modelMarketing,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B166-modelMarketing,Analyze marketing eorts with analytical models
BZ,B166,opsPricing,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B166-opsPricing,Evaluate the eect of pricing decisions in the operations of an enterprise
CS,CS110,PythonProgramming,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS110-PythonProgramming,"Write Python programs to implement algorithms, and applications of data structures. Develop Python programs to analyze, test and compare different algorithms and properties of data structures. Implement Python functionality to plot and visualize meaningful performance metrics."
CS,CS110,AlgoStratDataStruct,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS110-AlgoStratDataStruct,"Explain and apply the underlying principles of algorithmic techniques (including sorting algorithms, randomization techniques, dynamic programming, and greedy algorithms, among others), as well as data structures (its abstractions, implementations, and functional operations)."
CS,CS110,ComputationalCritique,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS110-ComputationalCritique,"Be able to discuss the relative merits of several algorithms or data structures that accomplish the same goal, and choose the best option given constraints."
CS,CS110,ComplexityAnalysis,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS110-ComplexityAnalysis,"Analyze the asymptotic behavior of an algorithm or algorithm solution to a problem using the Big-O, Big-Ω, or Big-Θ notations."
CS,CS110,Professionalism,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS110-Professionalism,Apply professional conventions that are appropriate in quantitative fields.
CS,CS110,CodeReadability,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS110-CodeReadability,"Generate Python code that is clear, concise, and understandable. Include meaningful, useful comments. Choose clear variable names, and use naming conventions consistently. Include useful error messages. Strive to produce code that not only works but is also understood by external readers."
CS,CS111,differentiation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS111-differentiation,Apply the tools of differentiation and interpret the results.
CS,CS111,integration,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS111-integration,Apply the tools of integration and interpret the results.
CS,CS111,limitscontinuity,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS111-limitscontinuity,Apply the concept of a limit or continuity and interpret the results.
CS,CS111,computationaltools,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS111-computationaltools,"Employ computational tools such as Sage in support to analyze or
solve a problem."
CS,CS111,theoreticaltools,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS111-theoreticaltools,Employ deductive reasoning or ancillary mathematical techniques to analyze or solve a problem.
CS,CS111,learnQuant,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS111-learnQuant,Apply the science of learning to master quantitative concepts.
CS,CS111,,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS111-,Apply professional conventions that are appropriate in quantitative fields.
CS,CS113,LinearSystems,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS113-LinearSystems,Apply the tools of linear systems and interpret the results.
CS,CS113,Vectors,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS113-Vectors,Apply the tools of vector spaces and interpret the results.
CS,CS113,Transformations,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS113-Transformations,Apply the tools of linear transformations and interpret the results.
CS,CS113,TheoreticalTools,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS113-TheoreticalTools,Employ deductive reasoning or ancillary mathematical techniques to analyze or solve a problem.
CS,CS113,ComputationalTools,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS113-ComputationalTools,Employ computational tools such as Sage in support to analyze or solve a problem.
CS,CS113,learnQuant,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS113-learnQuant,Apply the science of learning to master quantitative concepts.
CS,CS113,quantProfessionalism,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS113-quantProfessionalism,Apply professional conventions that are appropriate in quantitative fields.
CS,CS114,Probability,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS114-Probability,"Derive, manipulate, and interpret mathematical expressions using the first principles, axioms, and identities of probability theory."
CS,CS114,Distributions,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS114-Distributions,Use the properties of standard probability distributions to select appropriate distributions in one or more variables to represent a given scenario.
CS,CS114,ModelSelection,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS114-ModelSelection,Apply appropriate statistical theory and methods to determine which model generated observed data.
CS,CS114,ParameterEstimation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS114-ParameterEstimation,Apply appropriate statistical theory and methods to determine which parameter values generated observed data.
CS,CS114,CompTools,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS114-CompTools,Use appropriate computational tools to solve problems in Probability and Statistics.
CS,CS114,MathTools,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS114-MathTools,Use appropriate mathematical notation (including DAGs) and tools to solve problems in Probability and Statistics.
CS,CS114,Professionalism,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS114-Professionalism,"Apply professional standards in writing, formatting, and behavior that are appropriate in quantitative fields."
CS,CS130,decisiondata,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS130-decisiondata,Identify and evaluate opportunities to leverage data (especially big data) and computer-mediated transactions to enable rational decision making.
CS,CS130,decisioninference,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS130-decisioninference,"Distinguish among problems of descriptive inference, predictive inference, and causal inference, recognizing the circumstances in which these problems overlap, and assessing the utility of these inferential frameworks in realistic settings."
CS,CS130,decisiontheory,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS130-decisiontheory,"Explain and critically examine empirical analyses taught in the course, requiring intuitive and mathematical understanding of all key underlying assumptions."
CS,CS130,decisionanalysis,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS130-decisionanalysis,Apply empirical methods to decision making.
CS,CS130,decisionreview,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS130-decisionreview,Judge the quality of applied computational methods for decision making.
CS,CS130,decisionbrief,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS130-decisionbrief,Effectively present findings and recommendations for statistically sophisticated and less-sophisticated audiences.
CS,CS130,decisiondesign,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS130-decisiondesign,"Decide whether or not (and if so, how) to apply a method to solve a given decision problem, considering real-world factors such as data availability, the standard of evidence required, the anticipated level of effort, likely operationalizability of results."
CS,CS130,decisionquestion,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS130-decisionquestion,Frame decision questions in a conceptually coherent and tractable manner.
CS,CS142,Automata,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS142-Automata,Explain and apply concepts from formal language and automata theory.
CS,CS142,CompTheories,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS142-CompTheories,Explain and apply concepts from computability and complexity theory.
CS,CS142,Logic,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS142-Logic,Employ deductive reasoning or mathematical techniques.
CS,CS142,CompModels,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS142-CompModels,Model abstract machines and test their capabilities.
CS,CS142,HCScores,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS142-HCScores,"Students apply habits of mind and foundational concepts, and those applications count towards the grade in this class. That is, each time you apply (or fail to apply) and HC, the HC will be scored and this learning outcome will be scored. The result will be that your score for this course objective will be the weighted-mean of the all of your HC scores received in this class."
CS,CS144,realnumbers,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS144-realnumbers,"Explain, prove, or apply concepts related to the structure, topology, or cardinality of the real numbers."
CS,CS144,sequences,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS144-sequences,"Explain, prove, or apply concepts related to sequences or series."
CS,CS144,calculus,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS144-calculus,"Explain, prove, or apply concepts related to the theorems of calculus."
CS,CS146,ModelDebugging,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS146-ModelDebugging,Use prior and posterior predictive distributions to identify problems with a statistical model in order to construct a better model for the given scenario.
CS,CS146,Modeling,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS146-Modeling,"Given a data set or real-world situation, select appropriate distributions in one or more variables to represent the scenario and construct a statistical model."
CS,CS146,SamplingApproximation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS146-SamplingApproximation,"Given a statistical model, develop Monte Carlo simulations to compute approximate statistics and probability distributions for inference and prediction."
CS,CS146,AnalyticalApproximation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS146-AnalyticalApproximation,"Given a statistical model, select appropriate analytical approximations and derive rules with closed form solutions for inference and prediction."
CS,CS146,PythonImplementation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS146-PythonImplementation,"Implement rules derived using exact or approximate methods in Python to generate, summarize and present results of inference or prediction in a statistical model."
CS,CS146,InterpretingResults,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS146-InterpretingResults,"Given the output from an inference procedure, identify the important features in the output and describe them using statistical and non-statistical language."
CS,CS146,Professionalism,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS146-Professionalism,"Apply professional standards in writing, formatting, and behavior that are appropriate in quantitative fields."
CS,CS152,aicoding,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS152-aicoding,Effectively implement AI algorithms using Python and Prolog
CS,CS152,aiconcepts,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS152-aiconcepts,"Explain, analyze, synthesize and debate artificial intelligence concepts, including terminology, historical context and philosophical foundations"
CS,CS152,search,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS152-search,Solve problems by naive and informed search algorithms in both single and multiple agent settings
CS,CS152,robotics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS152-robotics,"Describe and analyze the fundamentals of intelligent robotic agents, incorporating hardware, sensors and actuators"
CS,CS152,ailogic,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS152-ailogic,"Describe relationships between agents and objects in their environment using the languages of propositional and predicate (first-order) logic, and apply the principles of logic programming to infer new knowledge from these descriptions"
CS,CS152,HCscores,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS152-HCscores,"Students apply habits of mind and foundational concepts, and those applications count towards the grade in this class. That is, each time you apply (or fail to apply) and HC, the HC will be scored and this learning outcome will be scored. The result will be that your score for this course objective will be the weighted-mean of the all of your HC scores received in this class."
CS,CS154,numanalysis,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS154-numanalysis,Analyze the limitations of mathematical techniques and how the error in the computation depends on a particular method and available arithmetic precision.
CS,CS154,numimplementation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS154-numimplementation,"Write implementations of mathematical methods, adapting them to the particular problem being solved."
CS,CS154,diffreq,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS154-diffreq,Employ the concepts and techniques from the theory of dierential equations and interpret the results.
CS,CS154,linalg,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS154-linalg,Use the formalism of vector spaces and linear transformations on them to treat linear problems
CS,CS154,mathmodel,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS154-mathmodel,"Develop mathematical models for real-world phenomena, listing appropriate assumptions and approximations. Analyze the effectiveness and shortcomings of the model."
CS,CS154,datamodel,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS154-datamodel,Use mathematical models and functions to interpolate and interpret data.
CS,CS154,quantprofessionalism,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS154-quantprofessionalism,Apply professional conventions that are appropriate in quantitative fields.
CS,CS156,MLExplaination,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS156-MLExplaination,"Clearly articulate machine learning systems, algorithms, and techniques using appropriate oral and written descriptions, mathematical notation, and visualizations."
CS,CS156,MLCode,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS156-MLCode,"Produce working, readable, and performant Python implementations of a variety of machine learning systems using appropriate libraries and software tools."
CS,CS156,MLMath,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS156-MLMath,"Evaluate problems and derive solutions in linear algebra, multivariate calculus, and Bayesian statistics."
CS,CS156,MLFlexibility,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS156-MLFlexibility,"Reason flexibly, apply information in new contexts, produce novel work, and articulate meta-knowledge about machine learning."
CS,CS156,MLDevelopment,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS156-MLDevelopment,"Contribute to the quality of ML resources for current and future students by compiling learning resources, sharing code, creating study groups, and supporting other student's learning."
CS,CS156,classification,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS156-classification,Apply and interpret classification methods for a supervised learning task
CS,CS162,abstraction,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS162-abstraction,"Design interfaces (class interfaces, user interfaces, etc.) that are easy to use and hide much of the complexity needed for the implementation."
CS,CS162,separationofconcerns,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS162-separationofconcerns,Design systems such that any task is handled by exactly one component and each component handles conceptually similar tasks. (CS162)
CS,CS162,communication,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS162-communication,"Ensure that all code, documentation and commit messages are clearly written with explanations where appropriate. [CS162]"
CS,CS162,agile,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS162-agile,"Follow the agile movement when researching and developing a new product. This involves finding short feedback loops throughout all stages of the product lifecycle (inception, development, and deployment). (CS162)"
CS,CS162,testing,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS162-testing,Write comprehensive and meaningful testing code for the system.
CS,CS162,deployment,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS162-deployment,Build a deployment process that can quickly scale to many machines if need be.
CS,CS162,sql,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS162-sql,Write fast queries for well-designed SQL tables. (CS162)
CS,CS162,webstandards,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS162-webstandards,"Build systems that correctly use the standard web technologies (e.g. http, html) [CS162]"
CS,CS164,advancedcalculus,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS164-advancedcalculus,Be able to explain and use the ideas of advanced calculus in problem solving
CS,CS164,convexity,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS164-convexity,Be able to define convex sets and functions and apply them to optimization problems
CS,CS164,lagrangeKKT,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS164-lagrangeKKT,Be able to use Lagrange multipliers in a constrained optimization problem with both equality and inequality constraints
CS,CS164,constrained,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS164-constrained,Solve constrained optimization problems
CS,CS164,unconstrained,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS164-unconstrained,Solve unconstrained optimization problems
CS,CS164,optimizationstrategy,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS164-optimizationstrategy,Identify the utility function and feasible set corresponding to an optimization problem and be able to choose the appropriate algorithm to solve the problem
CS,CS164,mathprofessionalism,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS164-mathprofessionalism,Apply professional conventions that are appropriate in mathematical fields
CS,CS166,EmpiricalAnalysis,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS166-EmpiricalAnalysis,Empirically analyze the results of a simulation using appropriate quantitative techniques and draw appropriate conclusions based on the results.
CS,CS166,TheoreticalAnalysis,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS166-TheoreticalAnalysis,Mathematically analyze a model or simulation to determine or estimate the characteristics of the model or simulation.
CS,CS166,Professionalism,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS166-Professionalism,Apply professional conventions that are appropriate in quantitative fields.
CS,CS166,CodeReadability,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS166-CodeReadability,"When implementing a simulation, write well-organized, structured, and
commented Python code"
CS,CS166,Modeling,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS166-Modeling,"Model or interpret a scenario using mathematical equations, network theory, cellular automata, or other techniques."
CS,CS166,PythonImplementation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS166-PythonImplementation,"Given a description of the state space and update rules of a model, implement a simulation of the model in Python."
NS,NS110L,quantpresentation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110L-quantpresentation,Apply conventions that are appropriate in quantitative fields to present solutions and work products professionally.
NS,NS110L,computationaltools,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110L-computationaltools,Apply computational or numerical techniques to extract physical characteristics of a system.
NS,NS110L,mathmethods,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110L-mathmethods,"Apply analytical techniques from algebra, trigonometry, geometry, and dimensional analysis to solve concrete physical problems"
NS,NS110L,conservationlaws,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110L-conservationlaws,Identify conservation laws and use them to analyze physical systems
NS,NS110L,fieldsforcesmotion,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110L-fieldsforcesmotion,"Identify, explain, and utilize fields and the forces created by them to analyze objects in motion and other physical systems."
NS,NS110L,fluids,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110L-fluids,"Apply the concepts of fluid pressure, buoyancy, and Bernoulli's equation to a wide variety of physical systems."
NS,NS110L,thermolaws,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110L-thermolaws,"Applies concepts that stem from the laws of thermodynamics, such as heat, humidity, and entropy, to describe heat transfer in physical systems."
NS,NS110L,bioapplications,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110L-bioapplications,"Apply principles of mechanics, electromagnetism, thermodynamics, optics, and atomic physics to biological or medical phenomena"
NS,NS110L,wavemechanics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110L-wavemechanics,"Apply wave characteristics such as frequency, wavelength, intensity, interference and diraction to analyze physical waves including sound and light."
NS,NS110U,newtonlaws,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110U-newtonlaws,Apply Newton's laws to a physical system.
NS,NS110U,EMfieldsforcemotion,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110U-EMfieldsforcemotion,"Identify, explain, and utilize electric and magnetic fields and the forces created by them to describe motion."
NS,NS110U,newtoniangravity,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110U-newtoniangravity,Explain and utilize the gravitational force to describe gravitational phenomena.
NS,NS110U,conservationandmotion,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110U-conservationandmotion,"Discuss when charge, energy, momentum, and angular momentum are conserved and how these laws can simplify the description of particle motion"
NS,NS110U,SReffects,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110U-SReffects,"Explain and utilize the principles of special relativity in addition to the main eects resulting from them: time dilation,
length contraction, and relativity of simultaneity
."
NS,NS110U,quantprofessionalism,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110U-quantprofessionalism,Apply professional conventions specific to quantitative fields.
NS,NS110U,mathmethods,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110U-mathmethods,"Apply techniques from algebra, trigonometry, and calculus to solve concrete physical problems."
NS,NS110U,DA,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110U-DA,"Recognize dimensionally correct and incorrect equations, and use dimensional analysis to arrive at new relationships between
physical variables"
NS,NS111,systemsthinking,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS111-systemsthinking,"Distinguish between a reductionist approach to the world and a 'systems thinking' approach and analyze the characteristics of natural systems. Earth cycles are embedded within natural systems- integrated wholes whose properties are derived from the interrelationships of their constituents. These systems display complex behavior, driven by feedbacks and chaos. The dynamics of these systems cannot be predicted by reductionist analysis"
NS,NS111,feedbacks,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS111-feedbacks,"Analyze examples of positive and negative feedbacks in the Earth system, perturbations to these feedbacks, and their implications. When a chain of causes and eects form a circuit, changes within a system can produce eects that, in turn, produce changes on that same observable. Feedbacks can be positive, where a small change from equilibrium becomes magnified, or negative, where a system quickly returns to equilibrium once it is perturbed. Feedbacks allow systems to be dynamic and sensitive to input variations in the short run and stable in the long run."
NS,NS111,scale,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS111-scale,"Be able to determine scale considering time and/or space. The systems that we will investigate in this course span many orders of magnitude, bridging wide spatiotemporal scales. Determining the appropriate scales of a phenomenon contextualizes it, allowing one to see how a system can arise from its parts, or how it relates to other parts of a larger whole. One also gains an appreciation for the place of human civilization within the grand scheme of scales."
NS,NS111,elementstominerals,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS111-elementstominerals,"Explain the dierent modes of element formation, how elements combine to form molecules and minerals, and how their properties aect planetary construction or functioning. From stars as the element factories of the Universe to supernovae help distribute (and produce) the elements to “normal chemistry” outside of stars. Elements and molecules have specific properties such as volatility and density, which have important consequences for the formation and properties of planets. Minerals are inorganic molecules that are solid at room temperature and are the major component of the terrestrial planets including Earth."
